# toolchain	target	path	line	column	declaration_context	diagnostic_group	normalized_diagnostic_stem	source_context_hash
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSeatProxyOperations.swift	57	17	package static var live: RawSeatProxyOperations {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	85a5c282d583ae91
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSeatProxyOperations.swift	60	17	package static var live: RawSeatProxyOperations {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	95018625e5073236
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSeatProxyOperations.swift	63	17	package static var live: RawSeatProxyOperations {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a33f1961d0907f5d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSeatProxyOperations.swift	66	17	package static var live: RawSeatProxyOperations {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	82087fec9f9e39f5
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSeatProxyOperations.swift	69	17	package static var live: RawSeatProxyOperations {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7209810e46afa242
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	10	42	package var pointer: OpaquePointer { proxy.pointer }	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e5573f0d4dd345a0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	101	48	var baseAddress: UnsafeMutableRawPointer { mappedRegion.baseAddress }	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7744ef0635f23e30
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	171	21	private final class BufferReleaseOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	0233626ae683f9a6
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	175	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d9de27b69cd1999e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	182	9	private var callbacks: UnsafeMutablePointer<swl_buffer_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b75d374677e039da
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	188	9	private var callbacks: UnsafeMutablePointer<swl_buffer_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	782c0456f9ef9484
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	189	13	private var callbacks: UnsafeMutablePointer<swl_buffer_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	07e9689b3153c463
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	207	9	func install(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	544e717b957a2605
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	21	13	let adoptedPointer: OpaquePointer	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a1895707d1500d9e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	221	9	func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5f53e12de2fd6e44
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	233	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	2fd4b4e212197977
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	238	21	package final class RawBuffer {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	06d02eeb5caf2989
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	249	34	var pointer: OpaquePointer { proxy.pointer }	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7a9d0a15a1f834e3
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	26	17	let adoptedPointer: OpaquePointer	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a0e6b12a609822a4
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	264	9	package var isBusy: Bool { busyState.isBusy }	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	63fe4eb334829083
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	270	13	let adoptedPointer: OpaquePointer	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a5bdfaa85732e545
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	275	17	let adoptedPointer: OpaquePointer	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f8a6baef86866c89
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	280	9	let adoptedPointer: OpaquePointer	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	21bd6bc9287fe27b
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	324	42	private var pointer: OpaquePointer { proxy.pointer }	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	3b7a39cd9ab3a91c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	350	27	let poolPointer = try Self.createPool(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e86288a4509c8823
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	359	34	let createdBuffers = try Self.createBuffers(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	243d8c5cd7bf93e5
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	375	21	let createdBuffers = try Self.createBuffers(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0d2545a831531920
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	432	16	let poolPointer = unsafe swl_shm_create_pool(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	44ec5da06a40bcf5
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	446	26	let buffer = try createBuffer(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a3fd31ecea90f195
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	480	16	let bufferPointer = unsafe swl_shm_pool_create_buffer(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	2d4bf3f90eb25e30
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	69	16	private struct MappedRegion: ~Copyable {	StrictMemorySafety	struct '<value>' has storage involving unsafe types [#StrictMemorySafety]	bede86f4e92b7bb3
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	83	19	let mapped = unsafe mmap(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	93235da02c9be23a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSharedMemory.swift	87	9	let mapped = unsafe mmap(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ea15c43808a46aa8
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	17	13	private var isDestroyed = false	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ee99b5ee931d487a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	19	13	private var isDestroyed = false	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	8c4c73183186e22c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	29	30	package func requestFrame(onDone handler: @escaping () -> Void) throws	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	953dbca731932d1a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	34	17	package func requestFrame(onDone handler: @escaping () -> Void) throws	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	99a7c3503c2e2b8d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	36	13	package func requestFrame(onDone handler: @escaping () -> Void) throws	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	05c1953122cef896
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	39	16	package func requestFrame(onDone handler: @escaping () -> Void) throws	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	fec7e41752df5b40
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	4	21	package final class RawSurface {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	cdcfa6e537381c45
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	47	9	package func attach(buffer: RawBuffer?, x: Int32 = 0, y: Int32 = 0) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b9279468a2c7774e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	55	9	package func attachBorrowedBuffer(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f310ec2c65c1c285
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	60	13	package func damageFullBuffer(width: Int32, height: Int32) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	028c9db6ddec4595
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	62	13	package func damageFullBuffer(width: Int32, height: Int32) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	04562a03867ecf32
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	71	9	package var objectID: RawObjectID {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a49041e9f1dfd527
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	75	9	package func commit() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	c837e4efad72087c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawSurface.swift	82	9	package func destroy() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	20b4b36a0ccd98bb
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	10	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	2953f1f20e7dbbc8
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	100	13	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	32ee29163d10cd94
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	116	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a6671b0ce34ee40d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	117	13	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0dc9121e7dc60b88
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	134	9	func install(on touch: OpaquePointer) throws {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a8204f28905eb0ba
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	135	22	let result = operations.addTouchListener(touch, callbacks)	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6b31c68a29a7daed
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	143	9	func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	8247be249889b8a7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	151	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1603f614525a1fb3
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	17	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	8914988d047576d3
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	3	13	final class TouchListenerOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	3de6d9093a76d8ab
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	34	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1bb76effa8e84d8d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	35	13	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	68a70647bcb06e1e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	39	17	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	54676d3e97f88f76
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	54	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	614dde8a866f4b3f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	55	13	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	c54a625bec8eea0f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	63	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1efd681b4ddd775f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	64	13	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0c6e3aeac7252f20
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	81	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b3f03d32c793bfce
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	82	13	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	b275d7d51a1cb963
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	90	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	3c7b03348c0e65f0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	91	13	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	8b5aee0c921a3c8b
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawTouchListenerOwner.swift	99	9	private var callbacks: UnsafeMutablePointer<swl_touch_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	a282ea93cdc8927d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	108	24	let newOwner = XDGWMBaseOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f23958cc6851b290
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	115	13	let newOwner = XDGWMBaseOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f8b213b1611eb8f0
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	118	13	let newOwner = XDGWMBaseOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	78901e10e3b1dab2
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	128	34	let surfacePointer = swl_xdg_wm_base_get_xdg_surface(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6fa74aeedfa4cedb
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	136	16	let surfacePointer = swl_xdg_wm_base_get_xdg_surface(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	59d4cf8081e72294
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	144	9	func destroy() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6e7395e507dfe66b
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	157	21	private final class XDGWMBaseOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	1dfb69efed28ac92
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	161	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	654e7855f47839ba
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	168	9	private var callbacks: UnsafeMutablePointer<swl_xdg_wm_base_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f82eee75dac704cd
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	17	13	private var isDestroyed = false	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d8d8a3f53a141f75
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	175	9	private var callbacks: UnsafeMutablePointer<swl_xdg_wm_base_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	034945abd08fc762
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	178	9	private var callbacks: UnsafeMutablePointer<swl_xdg_wm_base_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	3603f6e6333b0f17
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	179	23	private var callbacks: UnsafeMutablePointer<swl_xdg_wm_base_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0fbf3907724b57d7
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	183	13	private var callbacks: UnsafeMutablePointer<swl_xdg_wm_base_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	8b10a71cfc147568
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	19	13	private var isDestroyed = false	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	3e07dbef7d41a9ed
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	201	9	func install() throws {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1be81706920e6e02
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	215	9	func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	492d5bb7cee3584f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	223	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	13bbdb42b3630d51
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	228	21	package final class XDGSurfaceOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	dbf9ca605a6cfb2e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	232	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	04953a5a13b94f24
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	239	9	private var callbacks: UnsafeMutablePointer<swl_xdg_surface_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	4a679ad5276c7575
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	249	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	23bbd69e59b1849c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	250	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	ff19929e24da6a2a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	26	9	package func setTitle(_ title: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	312abc5a355f6c61
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	267	9	package func install(on xdgSurface: RawXDGSurface) throws {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	0ab1e867f26dcfd2
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	27	13	package func setTitle(_ title: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9a5a31c8cd6279fa
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	282	9	package func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	43ced41e91818a49
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	290	9	private static func withOwner(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	16f562c4515f8999
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	295	21	package final class XDGTopLevelOwner {	StrictMemorySafety	class '<value>' has storage involving unsafe types [#StrictMemorySafety]	06536a74e8c65276
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	300	40	private lazy var listenerStorage = CListenerStorage(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9988e3e613cb3f1d
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	307	9	private var callbacks: UnsafeMutablePointer<swl_xdg_toplevel_listener_callbacks> {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	72a63a64c86a51aa
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	317	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7d546152d4bd35f1
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	318	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d31f3127daab8aaf
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	32	9	package func setAppID(_ appID: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	d97920e061532fac
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	323	21	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5804ab8a80394ca2
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	33	13	package func setAppID(_ appID: String) {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	f200537051b9a53a
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	338	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	5cf83ba1a68e302f
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	339	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	6302cac789eeb50e
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	347	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	1549bc55cb36dfa3
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	348	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	e1dcbfbe17425d05
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	356	9	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	4819058ec5bd953c
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	357	13	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	320d9813f8997c20
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	362	21	package init(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7819e8d9654bc570
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	387	9	package func install(	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	c29438e2d7a6df08
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	407	9	package func cancel() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	7ee36583fb0a8907
swift-6.3.1	WaylandRaw	Sources/WaylandRaw/RawXDGShell.swift	41	9	package func destroy() {	StrictMemorySafety	expression uses unsafe constructs but is not marked with '<value>' [#StrictMemorySafety]	9513fdb6ebc1cbd7
